Response No.,Tab No.,Survey Date,AC Name,Mandal Name,Village Name
12218,473,6/14/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12218,302,6/19/2015,Jaggaiahpeta,Nadigama,Rudravaram
12222,289,6/3/2015,Intermediate,Intermediate,Intermediate
12223,376,6/30/2015,Mylavaram,Mylavaram,Intermediate
12225,38,5/29/2015,Tiruvuru,Gampalagudem,CHINTALANARVA
12226,415,6/5/2015,Tiruvuru,Tiruvuru,Munukulla
12226,323,6/5/2015,Tiruvuru,Tiruvuru,Vavilala
12229,279,7/5/2015,Intermediate,Intermediate,Intermediate
12230,39,6/1/2015,Nandigama,Veerullapadu,Narasimharao Palem
12233,244,5/30/2015,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
12235,164,6/24/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
12236,117,5/30/2015,Jaggaiahpeta,Vatsavai,Indugapalli
12237,339,5/21/2015,Tiruvuru,Tiruvuru,Laxmipuram
12239,63,6/23/2015,Intermediate,Intermediate,Intermediate
12240,242,7/21/2015,Mylavaram,Ibrahimpatnam,Kondapalli
12241,498,6/17/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
12241,380,6/28/2015,Mylavaram,Mylavaram,Chandragudem
12244,120,6/6/2015,Jaggaiahpeta,Vatsavai,Gopinenipalem
12244,5,6/19/2015,Nandigama,Chanderlapadu,Chinthalapadu
12245,314,7/4/2015,Intermediate,Intermediate,Intermediate
12246,113,6/9/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
12246,400,6/26/2015,Tiruvuru,A.Konduru,Intermediate
12248,365,6/26/2015,Mylavaram,Mylavaram,pullur
12250,495,6/9/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
12253,25,5/28/2015,Tiruvuru,Gampalagudem,CHINTALANARVA
12256,433,6/27/2015,Intermediate,Intermediate,Intermediate
12256,478,7/12/2015,Intermediate,Intermediate,Intermediate
12256,242,7/17/2015,Intermediate,Intermediate,Intermediate
12257,459,6/8/2015,Tiruvuru,Gampalagudem,VINAGADAPA
12259,308,6/6/2015,Nandigama,Nandigama,Raghavapuram
12259,343,6/15/2015,Tiruvuru,Tiruvuru,Munukulla
12261,80,6/22/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
12266,291,5/30/2015,Nandigama,Nandigama,Chandapuram
12267,83,5/24/2015,Intermediate,Intermediate,Intermediate
12267,463,6/16/2015,Tiruvuru,Gampalagudem,Intermediate
12267,470,7/11/2015,Tiruvuru,Gampalagudem,VUTUKURU
12268,492,6/22/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12271,98,5/30/2015,Intermediate,Intermediate,Intermediate
12271,95,6/25/2015,Intermediate,Intermediate,Intermediate
12271,383,6/30/2015,Tiruvuru,A.Konduru,Cheemalapadu
12274,375,5/27/2015,Intermediate,Intermediate,Intermediate
12274,380,7/17/2015,Intermediate,Intermediate,Intermediate
12275,279,6/6/2015,Mylavaram,Reddygudem,Intermediate
12281,72,5/28/2015,Mylavaram,Ibrahimpatnam,Elaprolu
12281,222,7/18/2015,Nandigama,Kanchikacherla,Kanchikacherla
12282,228,5/28/2015,Nandigama,Kanchikacherla,Chevitikallu
12282,300,7/17/2015,Intermediate,Intermediate,Intermediate
12283,148,6/16/2015,Jaggaiahpeta,Jaggaiahpeta,Bandipalem
12284,202,6/24/2015,Nandigama,Kanchikacherla,Keesara
12284,253,7/19/2015,Mylavaram,Ibrahimpatnam,Kondapalli
12286,142,6/6/2015,Nandigama,Chanderlapadu,Intermediate
12288,241,5/29/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
12288,472,6/15/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12289,311,6/17/2015,Nandigama,Nandigama,Lingalapadu
12291,239,5/25/2015,Jaggaiahpeta,Jaggaiahpeta,Annavaram
12291,466,5/26/2015,Tiruvuru,Gampalagudem,CHINTALANARVA
12293,301,6/18/2015,Nandigama,Nandigama,Lingalapadu
12295,295,5/30/2015,Nandigama,Nandigama,Chandapuram
12296,273,6/10/2015,Mylavaram,Reddygudem,Reddygudem
12299,351,7/4/2015,Mylavaram,Mylavaram,mylavaram
12300,421,6/3/2015,Intermediate,Intermediate,Intermediate
12302,488,6/3/2015,Jaggaiahpeta,Penuganchiprolu,Sivapuram
12303,271,6/10/2015,Mylavaram,Reddygudem,Intermediate
12306,282,6/2/2015,Mylavaram,Reddygudem,Muchanapalli
12308,463,6/10/2015,Tiruvuru,Gampalagudem,Intermediate
12310,170,6/4/2015,Nandigama,Chanderlapadu,Kandrapadu
12310,53,7/17/2015,Intermediate,Intermediate,Intermediate
12311,128,5/30/2015,Jaggaiahpeta,Vatsavai,Kakaravai
12311,286,6/8/2015,Mylavaram,Reddygudem,Intermediate
12315,493,6/21/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12316,462,6/18/2015,Tiruvuru,Gampalagudem,GULLAPUDI
12320,452,5/25/2015,Tiruvuru,Gampalagudem,ANUMULLANKA
12321,100,5/26/2015,Mylavaram,Vijayawada (R),Rayanipadu
12322,447,6/17/2015,Tiruvuru,Gampalagudem,NEMALI
12323,265,7/20/2015,Mylavaram,Ibrahimpatnam,Kondapalli
12325,387,5/25/2015,Tiruvuru,A.Konduru,Vallampatla
12326,407,6/2/2015,Tiruvuru,A.Konduru,Krishnaraopalem
12326,359,6/12/2015,Mylavaram,Mylavaram,Chandragudem
12326,458,6/22/2015,Tiruvuru,Gampalagudem,SOBBALA
12327,250,6/6/2015,Jaggaiahpeta,Jaggaiahpeta,D P Tanda
12327,257,6/20/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
12329,26,6/28/2015,Tiruvuru,Gampalagudem,Intermediate
12329,451,7/3/2015,Tiruvuru,Gampalagudem,PENUGOLANU
12331,339,5/24/2015,Tiruvuru,Tiruvuru,Laxmipuram
12336,287,7/3/2015,Intermediate,Intermediate,Intermediate
12340,300,7/11/2015,Nandigama,Chanderlapadu,Konayapalem
12342,488,6/14/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12343,168,6/5/2015,Intermediate,Intermediate,Intermediate
12343,210,7/15/2015,Nandigama,Kanchikacherla,Kanchikacherla
12344,41,5/30/2015,Nandigama,Veerullapadu,Chennarao Palem
12346,331,6/20/2015,Tiruvuru,Tiruvuru,G.Kothuru
12348,441,5/27/2015,Tiruvuru,Gampalagudem,KANUMURU
12349,127,6/3/2015,Jaggaiahpeta,Vatsavai,Gopinenipalem
12349,170,6/18/2015,Nandigama,Chanderlapadu,Eturu
12351,415,5/29/2015,Tiruvuru,Tiruvuru,Munukulla
12353,162,6/13/2015,Nandigama,Chanderlapadu,Chinthalapadu
12355,275,6/8/2015,Mylavaram,Mylavaram,Morsumalli
12355,252,6/14/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
12355,26,6/26/2015,Tiruvuru,Gampalagudem,Intermediate
12355,43,6/24/2015,Tiruvuru,Vissannapeta,Intermediate
12358,145,6/29/2015,Nandigama,Chanderlapadu,Thota Ravula Padu
12359,373,6/19/2015,Mylavaram,Mylavaram,Chandragudem
12360,296,7/23/2015,Nandigama,Veerullapadu,Alluru
12367,451,6/1/2015,Tiruvuru,Gampalagudem,KANUMURU
12367,191,7/1/2015,Mylavaram,G. Konduru,Atkur
12369,94,6/5/2015,Mylavaram,Vijayawada (R),Jakkampudi
12369,254,7/13/2015,Nandigama,Chanderlapadu,Muppalla
12371,147,6/10/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
12375,7,6/5/2015,Tiruvuru,Vissannapeta,Vemireddipalli
12375,256,6/6/2015,Jaggaiahpeta,Jaggaiahpeta,Balusupadu
12376,141,6/4/2015,Nandigama,Chanderlapadu,Kandrapadu
12376,95,7/9/2015,Jaggaiahpeta,Intermediate,Intermediate
12377,222,7/13/2015,Nandigama,Kanchikacherla,Kanchikacherla
12379,64,5/28/2015,Intermediate,Intermediate,Intermediate
12380,367,6/13/2015,Mylavaram,Mylavaram,pullur
12381,98,5/29/2015,Intermediate,Intermediate,Intermediate
12383,142,6/24/2015,Tiruvuru,A.Konduru,Khampampadu
12383,9,7/15/2015,Nandigama,Kanchikacherla,Kanchikacherla
12385,196,6/26/2015,Mylavaram,G. Konduru,Gaddamanugu
12387,400,6/17/2015,Tiruvuru,A.Konduru,Intermediate
12389,236,6/6/2015,Nandigama,Chanderlapadu,Intermediate
12389,354,6/12/2015,Mylavaram,Mylavaram,Chandragudem
12389,484,6/22/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12393,134,5/24/2015,Jaggaiahpeta,Vatsavai,Gangavelli
12393,296,6/18/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
12394,495,7/14/2015,Intermediate,Intermediate,Intermediate
12395,189,6/17/2015,Mylavaram,G. Konduru,Chevuturu
12396,430,6/11/2015,Intermediate,Intermediate,Intermediate
12397,84,5/30/2015,Mylavaram,Ibrahimpatnam,Kethanakonda
12398,13,6/26/2015,Tiruvuru,Vissannapeta,Intermediate
12399,133,7/19/2015,Jaggaiahpeta,Vatsavai,Vatsavai
12401,22,6/10/2015,Nandigama,Veerullapadu,Dachavaram
12401,419,6/23/2015,Tiruvuru,Tiruvuru,Vavilala
12401,40,6/29/2015,Tiruvuru,Tiruvuru,G.Kothuru
12401,259,7/20/2015,Intermediate,Intermediate,Intermediate
12403,438,6/18/2015,Tiruvuru,Vissannapeta,Intermediate
12405,203,5/29/2015,Nandigama,Kanchikacherla,Chevitikallu
12406,33,6/20/2015,Nandigama,Veerullapadu,Konathalapalli
12407,435,6/17/2015,Tiruvuru,Vissannapeta,Putrela
12407,245,7/17/2015,Mylavaram,Ibrahimpatnam,Kondapalli
12408,255,6/7/2015,Jaggaiahpeta,Jaggaiahpeta,D P Tanda
12409,262,6/13/2015,Mylavaram,Reddygudem,Intermediate
12410,438,6/26/2015,Tiruvuru,Vissannapeta,Intermediate
12411,237,5/27/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
12411,245,6/12/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
12414,94,5/28/2015,Intermediate,Intermediate,Intermediate
12414,462,6/15/2015,Tiruvuru,Gampalagudem,GULLAPUDI
12417,247,6/16/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
12417,283,7/2/2015,Intermediate,Intermediate,Intermediate
12418,57,6/3/2015,Mylavaram,Ibrahimpatnam,Thummalapalem
12420,278,6/3/2015,Mylavaram,Reddygudem,Rangapuram
12421,484,6/14/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12421,275,6/23/2015,Mylavaram,Mylavaram,pullur
12421,418,7/4/2015,Tiruvuru,Tiruvuru,Choutapalli
12426,134,5/26/2015,Jaggaiahpeta,Vatsavai,Gangavelli
12427,153,6/25/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
12430,34,5/26/2015,Intermediate,Intermediate,Intermediate
12436,493,5/25/2015,Jaggaiahpeta,Penuganchiprolu,Subbayamgudam
12437,95,7/1/2015,Jaggaiahpeta,Vatsavai,Dabbagupalli
12437,258,6/7/2015,Jaggaiahpeta,Jaggaiahpeta,Mutyala
12438,255,6/5/2015,Jaggaiahpeta,Jaggaiahpeta,D P Tanda
12439,456,6/29/2015,Tiruvuru,Gampalagudem,DUNDIRLAPADU
12439,201,6/26/2015,Nandigama,Kanchikacherla,Gottimukkala
12444,26,6/5/2015,Tiruvuru,Gampalagudem,ARLAPADU
12444,129,6/25/2015,Jaggaiahpeta,Vatsavai,Chityala
12445,374,5/23/2015,Mylavaram,Mylavaram,Pondugala
12446,311,6/11/2015,Nandigama,Nandigama,Adiviravulapadu
12447,474,6/13/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12447,22,6/24/2015,Nandigama,Veerullapadu,Dodda Devara Padu
12451,364,6/4/2015,Mylavaram,Mylavaram,k.r.gudem
12452,26,6/28/2015,Tiruvuru,Gampalagudem,Intermediate
12454,2,6/2/2015,Nandigama,Chanderlapadu,Kandrapadu
12454,476,7/5/2015,Jaggaiahpeta,Penuganchiprolu,Konakanchi
12455,265,6/11/2015,Mylavaram,Reddygudem,Intermediate
12458,129,6/21/2015,Jaggaiahpeta,Vatsavai,Chityala
12459,221,6/29/2015,Nandigama,Chanderlapadu,Veladi Kothapalem
12461,25,5/31/2015,Tiruvuru,Gampalagudem,SATYALAPADU
12461,94,6/25/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
12462,213,7/3/2015,Nandigama,Kanchikacherla,Moguluru
12463,483,6/12/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
12464,236,7/18/2015,Nandigama,Chanderlapadu,Chanderlapadu
12465,214,7/21/2015,Nandigama,Kanchikacherla,Kanchikacherla
12466,352,5/26/2015,Mylavaram,Mylavaram,Pondugala
12468,351,6/12/2015,Mylavaram,Mylavaram,Intermediate
12473,481,5/31/2015,Jaggaiahpeta,Penuganchiprolu,Kollikulla
12477,495,6/28/2015,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
12479,371,6/17/2015,Mylavaram,Mylavaram,Intermediate
12482,275,6/28/2015,Mylavaram,Mylavaram,pullur
12488,277,6/13/2015,Mylavaram,Reddygudem,Intermediate
12489,438,6/17/2015,Tiruvuru,Vissannapeta,Intermediate
12489,418,6/27/2015,Tiruvuru,Tiruvuru,Intermediate
12490,333,6/24/2015,Tiruvuru,Tiruvuru,Intermediate
12491,327,5/23/2015,Tiruvuru,Tiruvuru,Vamakuntla
12491,369,6/15/2015,Mylavaram,Reddygudem,Reddygudem
12492,287,6/3/2015,Mylavaram,Reddygudem,K-Naguluru
12493,44,6/15/2015,Tiruvuru,Gampalagudem,TUNIKIPADU
12493,43,5/29/2015,Tiruvuru,Vissannapeta,Intermediate
12493,387,6/28/2015,Tiruvuru,A.Konduru,A. Konduru
12495,489,6/1/2015,Jaggaiahpeta,Penuganchiprolu,Kollikulla
12498,251,7/14/2015,Nandigama,Chanderlapadu,Chanderlapadu
12499,237,5/30/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
12504,37,7/17/2015,Nandigama,Veerullapadu,Peddapuram
12506,406,6/5/2015,Tiruvuru,A.Konduru,Cheemalapadu
12507,461,7/3/2015,Tiruvuru,Gampalagudem,PENUGOLANU
12508,255,6/19/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
12511,427,6/7/2015,Tiruvuru,Vissannapeta,Chandrupatla
12511,309,6/28/2015,Jaggaiahpeta,Nadigama,Konduru
12512,168,6/23/2015,Intermediate,Intermediate,Intermediate
12513,354,6/3/2015,Mylavaram,Mylavaram,Chandrala
12514,229,7/4/2015,Nandigama,Chanderlapadu,Veladi Kothapalem
12517,464,7/2/2015,Tiruvuru,Gampalagudem,PENUGOLANU
12519,189,6/5/2015,Mylavaram,G. Konduru,Kuntamukkala
12523,324,5/24/2015,Tiruvuru,Tiruvuru,Vamakuntla
12524,28,5/28/2015,Tiruvuru,Gampalagudem,CHINTALANARVA
12524,465,6/11/2015,Tiruvuru,Gampalagudem,TUNIKIPADU
12524,130,7/6/2015,Jaggaiahpeta,Vatsavai,Polampalli
12528,358,6/30/2015,Intermediate,Intermediate,Intermediate
12529,290,5/31/2015,Mylavaram,Reddygudem,K-Naguluru
12529,371,6/22/2015,Mylavaram,Mylavaram,Intermediate
12531,255,5/26/2015,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
12532,371,5/21/2015,Mylavaram,Mylavaram,Tholukodu
12535,350,6/30/2015,Intermediate,Intermediate,Intermediate
12535,243,7/7/2015,Intermediate,Intermediate,Intermediate
12535,229,7/12/2015,Nandigama,Chanderlapadu,Konayapalem
12536,181,6/17/2015,Mylavaram,G. Konduru,Koduru
12536,192,6/13/2015,Mylavaram,G. Konduru,Koduru
12538,472,6/4/2015,Jaggaiahpeta,Penuganchiprolu,Sivapuram
12538,131,6/16/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
12539,155,6/30/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
12540,110,7/3/2015,Intermediate,Intermediate,Intermediate
12541,206,5/30/2015,Nandigama,Veerullapadu,Chennarao Palem
12542,292,7/21/2015,Intermediate,Intermediate,Intermediate
12543,157,6/15/2015,Jaggaiahpeta,Jaggaiahpeta,Bandipalem
12545,269,6/4/2015,Mylavaram,Reddygudem,Intermediate
12546,408,7/4/2015,Tiruvuru,A.Konduru,Madhavaram
12546,162,7/19/2015,Nandigama,Chanderlapadu,Chanderlapadu
12548,232,7/12/2015,Nandigama,Chanderlapadu,Thurlapadu
12549,15,6/15/2015,Intermediate,Intermediate,Intermediate
12551,356,6/8/2015,Mylavaram,Reddygudem,Reddygudem
12551,245,7/4/2015,Intermediate,Intermediate,Intermediate
12554,457,6/7/2015,Tiruvuru,Gampalagudem,AMMIREDDYGUDEM
12554,458,6/13/2015,Tiruvuru,Gampalagudem,GULLAPUDI
12555,11,7/7/2015,Tiruvuru,Vissannapeta,Vissannapeta
12555,80,6/27/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
12556,476,5/29/2015,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
12556,229,6/6/2015,Nandigama,Chanderlapadu,Chinthalapadu
12557,14,6/10/2015,Tiruvuru,Vissannapeta,Narasapuram
12557,179,6/13/2015,Mylavaram,G. Konduru,Intermediate
12558,160,5/29/2015,Jaggaiahpeta,Jaggaiahpeta,Vedadri
12560,382,5/26/2015,Tiruvuru,A.Konduru,Marepalli
12560,9,7/20/2015,Nandigama,Kanchikacherla,Kanchikacherla
12561,438,6/19/2015,Tiruvuru,Vissannapeta,Intermediate
12561,387,6/27/2015,Tiruvuru,A.Konduru,A. Konduru
12563,276,6/15/2015,Mylavaram,Reddygudem,Reddygudem
12564,123,6/12/2015,Nandigama,Veerullapadu,Ponnavaram
12565,102,6/2/2015,Intermediate,Intermediate,Intermediate
12565,200,6/24/2015,Intermediate,Intermediate,Intermediate
12566,337,6/3/2015,Tiruvuru,Tiruvuru,Rolupadi
12567,300,6/18/2015,Nandigama,Nandigama,Lingalapadu
12567,291,6/27/2015,Nandigama,Nandigama,Munagacherla
12569,407,5/22/2015,Tiruvuru,A.Konduru,Jeellakunta
12569,84,5/28/2015,Mylavaram,Ibrahimpatnam,Kethanakonda
12572,157,6/15/2015,Jaggaiahpeta,Jaggaiahpeta,Bandipalem
12574,289,6/23/2015,Intermediate,Intermediate,Intermediate
12578,301,5/26/2015,Nandigama,Nandigama,Kethaveerunipadu
12578,9,6/23/2015,Nandigama,Kanchikacherla,Moguluru
12578,382,6/26/2015,Tiruvuru,A.Konduru,Khampampadu
12578,140,6/27/2015,Jaggaiahpeta,Vatsavai,Polampalli
12581,301,7/1/2015,Nandigama,Nandigama,Thakkellapadu
12582,469,6/13/2015,Tiruvuru,Gampalagudem,KONIJARAL
12584,489,6/13/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
12584,460,6/26/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
12586,241,6/28/2015,Jaggaiahpeta,Vatsavai,Magollu
12587,393,6/19/2015,Tiruvuru,A.Konduru,Khampampadu
12590,155,6/28/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
12590,301,7/2/2015,Nandigama,Nandigama,Thakkellapadu
12591,37,6/23/2015,Nandigama,Veerullapadu,Intermediate
12592,280,5/24/2015,Mylavaram,Reddygudem,Kunaparajparva
12594,172,6/29/2015,Mylavaram,G. Konduru,Kavuluru
12595,429,7/19/2015,Intermediate,Intermediate,Intermediate
12596,30,6/6/2015,Tiruvuru,Vissannapeta,Narasapuram
12598,415,5/21/2015,Tiruvuru,Tiruvuru,Mustikuntla
12598,94,6/6/2015,Mylavaram,Vijayawada (R),Intermediate
12598,354,6/30/2015,Mylavaram,Mylavaram,mylavaram
12611,164,6/22/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
12616,491,5/27/2015,Jaggaiahpeta,Penuganchiprolu,Venganaikunipalem
12616,222,6/6/2015,Nandigama,Kanchikacherla,Gandepalli
12619,79,6/25/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
12621,432,6/26/2015,Nandigama,Veerullapadu,Intermediate
12627,281,6/16/2015,Mylavaram,Reddygudem,Intermediate
12630,15,6/1/2015,Intermediate,Intermediate,Intermediate
12630,50,6/2/2015,Nandigama,Veerullapadu,Narasimharao Palem
12632,214,6/10/2015,Nandigama,Kanchikacherla,Pendyala
12634,201,7/18/2015,Nandigama,Kanchikacherla,Kanchikacherla
12637,128,6/19/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
12637,149,7/7/2015,Nandigama,Chanderlapadu,Muppalla
12638,262,5/31/2015,Mylavaram,Reddygudem,K-Naguluru
12638,90,6/17/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
12639,212,5/30/2015,Nandigama,Kanchikacherla,Athukuru
12639,37,6/23/2015,Nandigama,Veerullapadu,Intermediate
12641,156,6/24/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
12643,38,6/2/2015,Tiruvuru,Gampalagudem,SATYALAPADU
12643,48,6/23/2015,Tiruvuru,Gampalagudem,DUNDIRLAPADU
12644,442,6/8/2015,Tiruvuru,Gampalagudem,KONIJARAL
12649,431,6/3/2015,Tiruvuru,Vissannapeta,Chandrupatla
12649,351,6/8/2015,Mylavaram,Mylavaram,Velvadam
12650,86,6/23/2015,Intermediate,Intermediate,Intermediate
12651,481,6/6/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
12652,500,5/27/2015,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
12652,260,6/21/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
12653,218,5/29/2015,Nandigama,Kanchikacherla,Intermediate
12655,72,6/5/2015,Mylavaram,Ibrahimpatnam,GunTupalli
12659,466,7/1/2015,Intermediate,Intermediate,Intermediate
12660,142,6/1/2015,Nandigama,Chanderlapadu,Intermediate
12660,428,6/11/2015,Nandigama,Veerullapadu,Nandaluru
12661,1,6/5/2015,Nandigama,Chanderlapadu,Kasarabada
12662,358,6/28/2015,Intermediate,Intermediate,Intermediate
12666,283,7/2/2015,Intermediate,Intermediate,Intermediate
12668,323,5/22/2015,Tiruvuru,Tiruvuru,Vamakuntla
12669,17,7/5/2015,Tiruvuru,Vissannapeta,Vissannapeta
12673,210,6/22/2015,Nandigama,Kanchikacherla,Gottimukkala
12678,308,6/18/2015,Nandigama,Intermediate,Intermediate
12680,363,5/20/2015,Mylavaram,Mylavaram,Ganapavaram
12681,460,6/12/2015,Tiruvuru,Gampalagudem,VINAGADAPA
12683,357,5/31/2015,Mylavaram,Mylavaram,Morsumalli
12683,291,7/4/2015,Nandigama,Nandigama,Kanchela
12684,235,6/10/2015,Nandigama,Chanderlapadu,Gudimetla
12685,352,5/22/2015,Mylavaram,Mylavaram,Pondugala
12685,257,6/9/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
12688,44,6/6/2015,Tiruvuru,Gampalagudem,GADEVARIGUDEM
12689,330,7/7/2015,Tiruvuru,Tiruvuru,Choutapalli
12690,229,7/22/2015,Nandigama,Chanderlapadu,Chanderlapadu
12692,265,6/2/2015,Mylavaram,Reddygudem,K-Naguluru
12693,234,7/13/2015,Nandigama,Chanderlapadu,Konayapalem
12694,237,5/31/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
12696,211,7/17/2015,Nandigama,Kanchikacherla,Kanchikacherla
12697,474,6/14/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12697,244,7/5/2015,Jaggaiahpeta,Jaggaiahpeta,Budavada
12697,305,7/9/2015,Intermediate,Intermediate,Intermediate
12703,265,7/18/2015,Mylavaram,Ibrahimpatnam,Kondapalli
12704,380,6/24/2015,Mylavaram,Mylavaram,Chandragudem
12706,479,6/19/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
12708,207,5/22/2015,Nandigama,Kanchikacherla,Perakalapadu
12708,277,6/15/2015,Mylavaram,Reddygudem,Intermediate
12708,148,6/21/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
12710,376,6/3/2015,Mylavaram,Mylavaram,k.r.gudem
12711,375,6/22/2015,Mylavaram,Mylavaram,Chandragudem
12712,146,6/29/2015,Intermediate,Intermediate,Intermediate
12715,347,6/30/2015,Tiruvuru,Tiruvuru,Kommireddipalli
12718,462,6/15/2015,Tiruvuru,Gampalagudem,GULLAPUDI
12718,290,7/8/2015,Intermediate,Intermediate,Intermediate
12718,352,7/18/2015,Intermediate,Intermediate,Intermediate
12719,71,6/5/2015,Mylavaram,Ibrahimpatnam,GunTupalli
12719,331,7/3/2015,Tiruvuru,Tiruvuru,G.Kothuru
12720,382,6/8/2015,Tiruvuru,A.Konduru,Polishettipadu
12721,46,7/5/2015,Tiruvuru,Gampalagudem,Intermediate
12723,26,6/24/2015,Tiruvuru,Gampalagudem,Intermediate
12724,380,6/2/2015,Mylavaram,Mylavaram,Chandrala
12726,358,6/23/2015,Intermediate,Intermediate,Intermediate
12729,475,6/2/2015,Jaggaiahpeta,Penuganchiprolu,Sanagapadu
12731,88,6/28/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
12732,493,6/20/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
12734,363,5/30/2015,Mylavaram,Mylavaram,Chandrala
12734,299,7/10/2015,Jaggaiahpeta,Nadigama,Maagallu
12736,380,5/23/2015,Mylavaram,Mylavaram,Ganapavaram
12738,52,5/28/2015,Mylavaram,Ibrahimpatnam,Kethanakonda
12738,262,6/15/2015,Mylavaram,Reddygudem,Intermediate
12742,186,6/24/2015,Mylavaram,G. Konduru,Velaturu
12742,484,6/20/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12743,140,6/11/2015,Jaggaiahpeta,Vatsavai,Vemulanarva
12744,358,5/29/2015,Intermediate,Intermediate,Intermediate
12745,242,6/7/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
12745,136,6/15/2015,Jaggaiahpeta,Vatsavai,CH .M.Palli
12747,252,5/29/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
12747,368,6/8/2015,Mylavaram,Mylavaram,Velvadam
12747,179,6/27/2015,Intermediate,Intermediate,Intermediate
12749,294,6/5/2015,Jaggaiahpeta,Nadigama,Turragudipadu
12750,311,6/18/2015,Nandigama,Nandigama,Lingalapadu
12751,482,6/4/2015,Jaggaiahpeta,Penuganchiprolu,venkatapuram
12751,333,6/25/2015,Tiruvuru,Tiruvuru,Intermediate
12752,320,7/1/2015,Intermediate,Intermediate,Intermediate
12754,214,5/29/2015,Nandigama,Kanchikacherla,Athukuru
12755,449,5/30/2015,Tiruvuru,Gampalagudem,PEDAKOMERA
12758,392,6/28/2015,Tiruvuru,A.Konduru,Madhavaram
12759,382,6/1/2015,Tiruvuru,A.Konduru,Polishettipadu
12759,130,6/16/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
12762,374,6/2/2015,Mylavaram,Mylavaram,Morsumalli
12762,237,6/19/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
12764,368,5/21/2015,Mylavaram,Mylavaram,Tholukodu
12765,425,6/25/2015,Intermediate,Intermediate,Intermediate
12765,56,7/1/2015,Tiruvuru,Gampalagudem,PENUGOLANU
12767,56,6/22/2015,Tiruvuru,Gampalagudem,SOBBALA
12768,405,6/26/2015,Tiruvuru,A.Konduru,Khampampadu
12769,252,7/4/2015,Jaggaiahpeta,Vatsavai,Magollu
12771,85,5/28/2015,Mylavaram,Ibrahimpatnam,Damuluru
12772,296,7/23/2015,Nandigama,Veerullapadu,Alluru
12773,273,5/26/2015,Mylavaram,Reddygudem,Kunaparajparva
